diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_shape2D_Elongation,original_shape2D_MajorAxisLength,original_shape2D_MaximumDiameter,original_shape2D_MeshSurface,original_shape2D_MinorAxisLength,original_shape2D_Perimeter,original_shape2D_PerimeterSurfaceRatio,original_shape2D_PixelSurface,original_shape2D_Sphericity,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,Patient_ID,Nodule_ID
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},6a4838357bc6f2d070314113e53ad10a6773983d,2D,"(1.0, 1.0)","(512, 512)",-981.0881996154785,-1000.0,400.0,4a92a721a84dd103df4a1870607b7b847b3a8ffb,"(1.0, 1.0)","(512, 512)","(298, 340, 38, 46)",164,1,"(313.0487804878049, 361.4207317073171)","(313.0487804878049, 361.4207317073171)",0.78047792591209,57.54276022506179,46.61544808322666,137.5,44.91085415171293,356.87720036002617,2.5954705480729174,164.0,0.11647627625777239,-1000.0,-1000.0,163807321.0,0.10721236762229491,0.0,113.42104468240163,-934.0,1.1852320047590907,-999.3963414634146,-1000.0,-1000.0,66.0,0.0,999.4123913824466,10.326691531730686,163807321.0,0.9758328375966687,32.08071832242714,1.0265384615384616,0.1339667493112986,0.07260982066454255,0.042798224852071,0.04423076923076923,0.4919073748693329,0.02653846153846154,0.1278240959873523,0.042798224852071,0.9896794871794872,0.9884999999999999,0.9963934911242603,0.9942500000000001,-0.0015785846248200172,0.015160298055448924,0.011057692307692308,1.0132692307692308,0.9654112426035502,0.14551640367965968,0.0090082908163263,0.9823076923076923,2.0265384615384616,0.1278240959873523,0.02175724852071006,113.55158159149883,0.9660602534357527,0.04231268792989968,1.0945662510811818,3.0554728452124413,3.1500390962936238,3.041383429016003,0.9859105838035613,1.2197805165596751,74.65027770406583,0.6311953587550307,0.7164634146341462,1.047322893607019,0.8176348128514911,0.912201063932673,0.8035453966550523,1.0,0.3333333333333333,0.6666666666666666,4.666666666666667,8748.666666666666,8752.333333333334,8748.12037037037,0.4537037037037037,1.6666666666666667,0.5555555555555556,0.6666793679825229,4.33334603464919,0.1203830716862267,1.5849625007211552,0.018292682926829267,5760.222222222223,1.0215729975951913,110.09756097560975,0.6713265913146936,0.5865556216537775,160.03658536585365,0.030153182629387272,1.0670731707317074,11.268292682926829,11.335365853658537,11.25829945799458,0.9900067750677507,0.11118733062330623,0.17826050135501353,0.1011941056910569,0.5109375,0.5015290519877675,0.09138859793505912,0.0003064347828189763,1.9926829268292685,LIDC-IDRI-0001,1
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},e690ec733adecd1b08ae397a5d1b54da427c1eb2,2D,"(1.0, 1.0)","(512, 512)",-984.9934921264648,-1000.0,400.0,83f2157f6f1ba98a45a92d185b3836e575fa2120,"(1.0, 1.0)","(512, 512)","(301, 193, 14, 11)",33,1,"(307.75757575757575, 197.96969696969697)","(307.75757575757575, 197.96969696969697)",0.7843337373240032,17.09054134215022,14.317821063276353,26.5,13.40468816377907,76.76955262170048,2.89696424987549,33.0,0.23770529679670152,-1000.0,-1000.0,33000000.0,-3.203426503814917e-16,0.0,0.0,-1000.0,0.0,-1000.0,-1000.0,-1000.0,0.0,0.0,1000.0,0.0,33000000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,24.75,1.0,0.0,1.0,2.428454415954416,2.428454415954416,2.428454415954416,1.0,0.9888272830349697,16.060042735042735,0.6407973859790099,0.7499999999999999,0.5688992530498941,0.8218435323678379,0.8218435323678379,0.8218435323678379,1.0,1.0,0.0,1.0,1089.0,1089.0,1089.0,1.0,1.0,1.0,0.0009182736455463728,0.0009182736455463728,0.0009182736455463728,-3.203426503814917e-16,0.030303030303030304,0.0,-3.203426503814917e-16,33.0,1.0,0.0,33.0,0.0,1.0,9.0,9.0,9.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,1000000.0,0.0,0.0,0.0,LIDC-IDRI-0003,2
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},3489985bfba778d8c797e5004fb898ed12a05a96,2D,"(1.0, 1.0)","(512, 512)",-986.564811706543,-1000.0,185.0,d086c50e8ac218ba56c21bf20ebed913debc113b,"(1.0, 1.0)","(512, 512)","(139, 319, 7, 7)",14,1,"(141.57142857142858, 321.92857142857144)","(141.57142857142858, 321.92857142857144)",0.6288374420473136,9.244895786732442,7.615773105863909,9.0,5.813536618522816,36.284271247461874,4.03158569416243,14.0,0.29309457623947754,-1000.0,-1000.0,13646416.0,0.37123232664087497,0.0,12.076923076923077,-804.0,26.0,-986.0,-1000.0,-1000.0,196.0,0.0,987.2912437573829,3.328201177351375,13646416.0,0.8673469387755102,2548.0,1.5,47.5,7.5,2.5,3.5,0.7083333333333333,0.5,0.21578014214165733,2.5,0.9375,0.9299999999999999,0.9690265486725664,0.9666666666666667,-0.014581836503627401,0.06456261412471186,0.0014577259475218659,1.25,0.8877551020408163,0.28720871357022876,0.041666666666666616,0.9285714285714286,2.5,0.21578014214165733,1.5,9.184343434343434,0.8329060810121417,4.093801015202531,6.806818181818182,2.013888888888889,7.820707070707071,1.9231573547979797,0.9092684659090909,1.2219674717716478,7.566919191919192,0.6718734057749209,0.7857142857142857,0.32343638404244457,0.8257926487093155,6.632610830527497,0.7350611146184063,1.0,0.5,12.25,32.5,85.0,116.5,84.5078125,0.5078125,1.0,0.5,0.5029585798816568,32.00295857988166,0.010771079881656804,0.9999999999999993,0.14285714285714285,36.0,0.9463729359854411,9.0,0.6428571428571429,0.3469387755102041,12.142857142857142,3.25,5.5,7.714285714285714,12.214285714285714,7.643973214285714,0.9296875,0.19444444444444445,4.694444444444445,0.12413194444444445,9.799999999999999,0.14285714285714285,7.0,3.25,7.0,LIDC-IDRI-0004,1
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},c1f9622d521dd7aedfd695c2f1a52555d709899d,2D,"(1.0, 1.0)","(512, 512)",-977.8192520141602,-1000.0,400.0,7e40c8cbc5eb1d1346eb6082931c8537230171ff,"(1.0, 1.0)","(512, 512)","(179, 276, 33, 25)",101,1,"(193.88118811881188, 287.76237623762376)","(193.88118811881188, 287.76237623762376)",0.7593545676572355,40.71826976045316,34.20526275297414,85.0,30.919604129699596,224.99494936611717,2.6469994043072607,101.0,0.1452585235620784,-1000.0,-760.0,90440738.0,2.2217451626533715,89.0,5.973057241548686,-552.0,79.10714635820018,-940.3762376237623,-1000.0,-1000.0,448.0,43.57734573119186,946.2837056005712,1.9389841822723526,90440738.0,0.42652681109695134,11145.383197725714,17.850700280112044,13089.976059733342,532.5284413309456,42.617614496779105,19.352240896358545,0.33500723065571747,2.404201680672269,2.1174736942303087,11.939061036179176,0.6496395162343012,0.608212187236513,0.9544386466179434,0.9055557039665056,-0.5173512788097859,0.9261742112259819,0.1251294000733535,3.332633053221288,0.2956227981388633,3.132397638479257,0.9345515099979056,0.5026610644257703,6.665266106442577,2.490395568228458,15.492463848284412,31.51243276471839,0.36451822422481506,18.1867368208374,31.14852378718008,1.96546680763881,33.09037526234562,1.5448328386115655,0.614045288516778,2.9626605154870913,69.7625302038885,0.8083695756873637,0.849009900990099,0.5457726945143984,0.9148987401013342,30.819326360399728,0.5376138430041176,4.666666666666667,0.1111111111111111,24.547052154195015,60.26190476190476,15.976190476190476,82.66666666666667,14.990451013533104,0.2848663034585989,22.095238095238095,0.5260770975056689,0.7444530540684388,58.14921495883035,0.09697079905603018,4.365664673284377,0.4158415841584158,10.19331065759637,3.1400490401893633,33.83168316831683,0.3349671600823449,0.8577590432310558,43.07920792079208,16.255073032055677,26.673267326732674,5.732673267326732,37.584158415841586,5.17272296698907,0.665107960590471,0.4064741474147414,24.53518701870187,0.1278466732372459,1.3082318198597265,0.021374153498871333,280.6735334223072,0.25638845940274835,12.749540342002815,LIDC-IDRI-0007,1
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},aa2f4614a0c85f0074f1f7f4f177e421200ca894,2D,"(1.0, 1.0)","(512, 512)",-972.8873710632324,-1000.0,400.0,558d53d8c76377f35109f3bbde6bdf46da90ac8a,"(1.0, 1.0)","(512, 512)","(397, 184, 7, 9)",18,1,"(399.6666666666667, 188.0)","(399.6666666666667, 188.0)",0.8660254037844387,10.327955589886447,9.055385138137417,13.0,8.944271909999161,44.284271247461874,3.406482403650913,18.0,0.2886204542972905,-1000.0,-1000.0,18000000.0,-3.203426503814917e-16,0.0,0.0,-1000.0,0.0,-1000.0,-1000.0,-1000.0,0.0,0.0,1000.0,0.0,18000000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,13.5,1.0,0.0,1.0,2.645032051282051,2.645032051282051,2.645032051282051,1.0,0.7266775571411122,9.98076923076923,0.7363011587771203,0.75,0.8075459196252466,0.8677982549857549,0.8677982549857549,0.8677982549857549,1.0,1.0,0.0,1.0,324.0,324.0,324.0,1.0,1.0,1.0,0.0030864197530864196,0.0030864197530864196,0.0030864197530864196,-3.203426503814917e-16,0.05555555555555555,0.0,-3.203426503814917e-16,18.0,1.0,0.0,18.0,0.0,1.0,9.0,9.0,9.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,1000000.0,0.0,0.0,0.0,LIDC-IDRI-0011,6
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},4953a7b31fb72d4482985c8ba9b8fc124e8ce01a,2D,"(1.0, 1.0)","(512, 512)",-978.9203147888184,-1000.0,400.0,9447c85c1ebce599448314c760d4c470d4b4d52e,"(1.0, 1.0)","(512, 512)","(148, 311, 20, 14)",45,1,"(157.62222222222223, 317.3333333333333)","(157.62222222222223, 317.3333333333333)",0.710825999651323,24.26444550193179,20.223748416156685,35.5,17.24779872989571,104.56854249492393,2.9455927463358855,45.0,0.20198450474476815,-1000.0,-1000.0,45000000.0,-3.203426503814917e-16,0.0,0.0,-1000.0,0.0,-1000.0,-1000.0,-1000.0,0.0,0.0,1000.0,0.0,45000000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,33.25,1.0,0.0,1.0,2.6527701100069523,2.6527701100069523,2.6527701100069523,1.0,1.0083748149800071,21.668123543123546,0.6377055707314264,0.7388888888888889,0.6977899017454424,0.8189002144703899,0.8189002144703899,0.8189002144703899,1.0,1.0,0.0,1.0,2025.0,2025.0,2025.0,1.0,1.0,1.0,0.0004938271604938272,0.0004938271604938272,0.0004938271604938272,-3.203426503814917e-16,0.022222222222222223,0.0,0.4327501587887534,37.71111111111111,0.8380246913580247,0.08098765432098766,45.0,0.0,1.0,9.622222222222222,9.622222222222222,9.622222222222222,1.0,0.10679012345679012,0.10679012345679012,0.10679012345679012,0.0,1000000.0,0.0,0.0,0.0,LIDC-IDRI-0011,10
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},e858e2229361a365bcce269498c87fdd641c2985,2D,"(1.0, 1.0)","(512, 512)",-976.5840644836426,-1000.0,400.0,6d8bf052a873485b77438c5af2fe2fba96e75dab,"(1.0, 1.0)","(512, 512)","(183, 133, 33, 23)",77,1,"(197.85714285714286, 145.71428571428572)","(197.85714285714286, 145.71428571428572)",0.4715853898088312,42.586701716293085,35.4682957019364,53.5,20.083266329550497,192.93607486307155,3.606281773141524,77.0,0.13439044256646693,-1000.0,-1000.0,77000000.0,-3.203426503814917e-16,0.0,0.0,-1000.0,0.0,-1000.0,-1000.0,-1000.0,0.0,0.0,1000.0,0.0,77000000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,57.75,1.0,0.0,1.0,2.815824822193009,2.815824822193009,2.815824822193009,1.0,0.8691453300083671,42.03214514443658,0.7158620368263582,0.75,0.9173495150633088,0.8607955076624532,0.8607955076624532,0.8607955076624532,1.0,1.0,0.0,1.0,5929.0,5929.0,5929.0,1.0,1.0,1.0,0.00016866250632484398,0.00016866250632484398,0.00016866250632484398,-3.203426503814917e-16,0.012987012987012988,0.0,-3.203426503814917e-16,77.0,1.0,0.0,77.0,0.0,1.0,9.0,9.0,9.0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,1000000.0,0.0,0.0,0.0,LIDC-IDRI-0013,3
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},04c066d9bb5a2645d59bac97cd3c543dd0495e29,2D,"(1.0, 1.0)","(512, 512)",-977.3646812438965,-1000.0,400.0,25f555bfae9dd9a75295c983d4713bf1a99abe9d,"(1.0, 1.0)","(512, 512)","(297, 240, 31, 24)",86,1,"(312.83720930232556, 252.87209302325581)","(312.83720930232556, 252.87209302325581)",0.6810034737577251,40.011006513198105,32.802438933713454,72.0,27.24763442403087,193.43860018001294,2.686647224722402,86.0,0.15549915718775956,-1000.0,-1000.0,86000000.0,-3.203426503814917e-16,0.0,0.0,-1000.0,0.0,-1000.0,-1000.0,-1000.0,0.0,0.0,1000.0,0.0,86000000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,63.75,1.0,0.0,1.0,3.4766161616161613,3.4766161616161613,3.4766161616161613,1.0,0.8345795586129368,47.57942760942761,0.7407462719223662,0.7412790697674418,1.5757341552449295,0.87875170064123,0.87875170064123,0.87875170064123,1.0,1.0,0.0,1.0,7396.0,7396.0,7396.0,1.0,1.0,1.0,0.00013520822065981613,0.00013520822065981613,0.00013520822065981613,-3.203426503814917e-16,0.011627906976744186,0.0,0.36505518964028427,74.83720930232558,0.8702001081665766,0.06489994591671173,86.0,0.0,1.0,9.488372093023257,9.488372093023257,9.488372093023257,1.0,0.10771963824289406,0.10771963824289406,0.10771963824289406,0.0,1000000.0,0.0,0.0,0.0,LIDC-IDRI-0015,1
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},f224c78025efeb4ec3f61e27b4b4588515fff7d3,2D,"(1.0, 1.0)","(512, 512)",-981.8615417480469,-1000.0,400.0,3d9f271de148100634a579bf7b7b842da19afb21,"(1.0, 1.0)","(512, 512)","(423, 168, 31, 26)",77,1,"(437.2077922077922, 180.7792207792208)","(437.2077922077922, 180.7792207792208)",0.7477892783785868,41.83400301289956,33.24154027718932,59.5,31.283018924703786,182.40916292849016,3.0657002172855488,77.0,0.14990522289209404,-1000.0,-1000.0,77000000.0,-3.203426503814917e-16,0.0,0.0,-1000.0,0.0,-1000.0,-1000.0,-1000.0,0.0,0.0,1000.0,0.0,77000000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,57.5,1.0,0.0,1.0,3.5542089565527064,3.5542089565527064,3.5542089565527064,1.0,0.8072753262083726,42.83540331196582,0.7409424814984127,0.7467532467532467,1.7241098387801934,0.8802554949821562,0.8802554949821562,0.8802554949821562,1.0,1.0,0.0,1.0,5929.0,5929.0,5929.0,1.0,1.0,1.0,0.00016866250632484398,0.00016866250632484398,0.00016866250632484398,-3.203426503814917e-16,0.012987012987012988,0.0,0.17378132267943236,73.1038961038961,0.9494012481025468,0.025299375948726603,77.0,0.0,1.0,9.181818181818182,9.181818181818182,9.181818181818182,1.0,0.10984848484848486,0.10984848484848486,0.10984848484848486,0.0,1000000.0,0.0,0.0,0.0,LIDC-IDRI-0016,1
v3.0.1,1.23.5,2.4.0,1.4.1,3.8.20,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True}",{'Original': {}},e6edb430566e39c0db9de1a183a7eadf231f132e,2D,"(1.0, 1.0)","(512, 512)",-973.6201248168945,-1000.0,383.0,4f29a64a4a760faf74492cdb52c01706d5eac09c,"(1.0, 1.0)","(512, 512)","(328, 269, 27, 19)",60,1,"(340.3333333333333, 276.8333333333333)","(340.3333333333333, 276.8333333333333)",0.5893390668686193,32.68525910300374,27.892651361962706,44.0,19.262700100123265,143.33809511662463,3.257683979923287,60.0,0.16404750954423197,-1000.0,-1000.0,60000000.0,-3.203426503814917e-16,0.0,0.0,-1000.0,0.0,-1000.0,-1000.0,-1000.0,0.0,0.0,1000.0,0.0,60000000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1,1.0,2.0,-3.203426503814917e-16,0.0,43.75,1.0,0.0,1.0,2.6533936358533743,2.6533936358533743,2.6533936358533743,1.0,1.0215687068677328,28.482448944346096,0.6261029689450565,0.7291666666666666,0.6611267084719218,0.7943929405394126,0.7943929405394126,0.7943929405394126,1.0,1.0,0.0,1.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,-3.203426503814917e-16,0.016666666666666666,0.0,0.6537335195037446,47.266666666666666,0.7877777777777778,0.27222222222222225,60.0,0.0,1.0,10.3,10.3,10.3,1.0,0.10448611111111111,0.10448611111111111,0.10448611111111111,0.0,1000000.0,0.0,0.0,0.0,LIDC-IDRI-0016,6
